Tweet	subtask_a	subtask_b	subtask_c
No glory no points | No significant power not | Kusalata no reason not | pranimatransi ||	not offensive	NULL	NULL
School started on September 21, but must follow the instructions guide	not offensive	NULL	NULL
If life is what to do if they fill and color it establish itself is a very beautiful life learn to create a different identity ...	not offensive	NULL	NULL
Blade changing as the size of the secret history and chidramagacam	not offensive	NULL	NULL
Hi to her ...	not offensive	NULL	NULL
Ashok Pathak is going to be a very big name in the future	not offensive	NULL	NULL
Clearly, in the sign of the hundreds of union workers. This change is expected.	not offensive	NULL	NULL
This is particularly important because the fully drawbacks thevanyamage injured after serious injury	not offensive	NULL	NULL
But gavabhara Marine phirina	not offensive	NULL	NULL
If you are already so she could support her and asked that the supply of drugs and who and where ...	not offensive	NULL	NULL
Breeds. If their attention to the drought in 1905 who spent bhagakadehi famine Nizam 28000 ...	not offensive	NULL	NULL
Be careful at the time of the state youth. Modi government has the money to stringent security kanganala but the people of Maharashtra ...	not offensive	NULL	NULL
Though Ram Kadam wrong word, but do not miss the BJP and Ajit Dada behavior where worshipers were leaving the edge of the mouth ... ...	not offensive	NULL	NULL
Pravasavaruna very good returns when passengers know to whom.	not offensive	NULL	NULL
Mumbai Municipal Corporation built the roads are inundated every year they defiled wait on pit fall from local ...	not offensive	NULL	NULL
Thane, Vasai Virar in Mumbai for bhandatoya who 🤔 man who spoke out from Marathi asmita ...	not offensive	NULL	NULL
Ambedkar had saved to read about history in detail in Mumbai	not offensive	NULL	NULL
What Mora ...	not offensive	NULL	NULL
Asha Bhosle Ga Ga Ga birthday wishes you musical nectar of the earth gandharva cuckoo ray saptasuranca heaven ...	not offensive	NULL	NULL
The majesty and beauty are all working to help. vapu black	not offensive	NULL	NULL
Chief of the State ...	not offensive	NULL	NULL
In Maharashtra, the BJP is not only treacherous balance Ale vs. people throughout the country ...	not offensive	NULL	NULL
Ordinance of the economy, fell agnate called bhatabrahmananna? A strong attitude	not offensive	NULL	NULL
Hey, let go of the dirt will be Kute Gujarat, UP, Bihar ... ..	not offensive	NULL	NULL
Kangana is also the ex Hrithik Roshan So all these are ex	not offensive	NULL	NULL
Manuvadi media raised a couple of minutes, when she Kangana market HR Meena said Sushant phurra	not offensive	NULL	NULL
Which shall be humbled, and he delivered lied sramanala Brahman or another father bhiksula. Vassal Sutta 14 suttanipata ...	not offensive	NULL	NULL
Watch IPL who are young Indian batsman to score a century in 3	not offensive	NULL	NULL
happy birthday bhijali chorus budali this wonderful hope nasanasata cadhali alcohol may banuni words	not offensive	NULL	NULL
Both anger and tears that come when a person when you worry that people own more than one time ...	not offensive	NULL	NULL
If you just know that age is just a half-brother of my friend say you did it, sir, fertility ...	not offensive	NULL	NULL
If the person already atatayipana. Now avadelasanyamane see it this way, but Kangana fertility Dhurwa must. Heads travel Sat ...	not offensive	NULL	NULL
Secretly like thieves plants areci restraining prison environment lovers night, breaking the day dhavalaya ...	not offensive	NULL	NULL
As the huge expenses aghatanni man. For the preparation of his mind. Dhakkyannica little unexpected ...	not offensive	NULL	NULL
Rahul left the Corporation and two other journalists think it is ambitious agenda diploma utensils. ...	not offensive	NULL	NULL
Our judicial system is slow ... so that life went out of the suit and ends ends. As all night ...	not offensive	NULL	NULL
Prime Minister Narendra Modi today in the middle of the beneficiaries of the scheme pm svanidhi Street vendors with video konphara ...	not offensive	NULL	NULL
Otherwise you will just keep quiet picture Teacher of the action in accordance with the new gr. One thing is that you can not change.	not offensive	NULL	NULL
If it was a practice sastradhara not read the thread in the superstition	not offensive	NULL	NULL
In 2016, the then BJP MLA Anil Mahajan, who Unmesh Patil, a former soldier with the sword h ...	not offensive	NULL	NULL
One day, as usual in the office every employee was not surprise to read in front of the board. Your progress ...	not offensive	NULL	NULL
Women who have a fight out of the house before they are specific to their own opinion	not offensive	NULL	NULL
Sushant Ria Kolkata Bihar, Himachal kangala and hassle of Maharashtra ... 🤣🤣🤣🤣🤣	not offensive	NULL	NULL
Sanjay Nirupam from bliss to treating cajolement provided for the pushing away a portion out the man behind the Pledge Marathi army, and the day ...	not offensive	NULL	NULL
Are still very lucky and fortunate to meet advertisement v ...... not see them (because it's bailavedya Fall ...	not offensive	NULL	NULL
... ... you can teach others to think that you are ... the edge of which is thought to understand ... you ...	not offensive	NULL	NULL
Tell your energetic leader to speak in Marathi. Hindi will speak up ...	not offensive	NULL	NULL
Bang that loving panda eat and Nix	not offensive	NULL	NULL
Where there are one man's mental resolve it rests ... Smita 🧚♀️	not offensive	NULL	NULL
Just do not even see the mountains, but when the money is not met when a portion of the sweat of my own notes as proper compensation to the farmers ...	not offensive	NULL	NULL
Will be promoted to the job reservation but no culture is former Justice. Patil announced that the coal has proved authoritative ...	not offensive	NULL	NULL
Modi came from increased unemployment. In 2014, we were all collector.	not offensive	NULL	NULL
I have done things you never should contest sanganam memories ... but I 'm afraid, dear utaravalanya ...	not offensive	NULL	NULL
Tai ... that Kangana is very possible ... so do not wonder that the value of the state is behind her ...	not offensive	NULL	NULL
Und devotee talk	not offensive	NULL	NULL
Janmajanmanci affection that is linked to its origin not find a match for life ... and not only experience the end kalpayaca ... affection ... 'What's good carrom board? Read the puries Gondhali answer. 'Rani Lakshmi were nevalakara. Jhansi Institute was the captain of the empire. alias	not offensive	NULL	NULL
This video is available for the public. The person on the illegal suo moto ...	not offensive	NULL	NULL
East Godavari district, this loud Lakshmi Narasimha conversion jitha ricebag there's 40 feet tall, 62 Ju ...	not offensive	NULL	NULL
Patients' health as a bridge displays to me all who are around you as much as a teaspoon red green around you ...	not offensive	NULL	NULL
Hi jolly friends ... Corona leading Marathi news channel ABP earlier, I had my nimam on my Blog ...	not offensive	NULL	NULL
Subject to ignore the stop where he could remember who, where, how much to extend the success of any paristhatita ... ..	not offensive	NULL	NULL
If korona is meant to feel like the country's early economic status, etc. will be important issues to bring forward to on social media ...	not offensive	NULL	NULL
Oh, and feel fresh in the morning the night before the good feelings would give this solution. If the face in the morning watching the mobile ...	not offensive	NULL	NULL
Just do not be apalyapanane was running at our ...	not offensive	NULL	NULL
If I should be where I become Miss World svapnatali I should Fairy for her, but Radha Krishna should I baawri ...	not offensive	NULL	NULL
Life is too short rid of than that, I thought. Enjoying every moment than waiting jhuranya live happily, lies b ...	not offensive	NULL	NULL
Kangana hand bmc to the meeting for the aephisa not have planned it ...... ..... ... tutala	not offensive	NULL	NULL
Otherwise a two bowling action after the 6 am Bumrah copy of the viral video	not offensive	NULL	NULL
Let the sugar in your mouth ....	not offensive	NULL	NULL
Bajaj Auto in the production of 25 million vehicles in 2008 was 9 50 9 workers that vehicles produced in 2012, 43.5 ...	not offensive	NULL	NULL
Samajahita glass phodalya the arrest of the activists left the party ticket for whom glasses phodalya the quiet .. read exactly ...	not offensive	NULL	NULL
If you are unsure of your fantasy world language identity ghetoca call your intervention. Thackeray achieve above mentioned goals of our residents ...	not offensive	NULL	NULL
The point is not the last you can then write a new sentence. As his life was a failure, but it kharasevata ...	not offensive	NULL	NULL
Raina and Harbhajan's absence may have the IPL Chennai Super Kings win the 3 reasons	not offensive	NULL	NULL
The flop came 5 players from Australia and England increased concern IPL teams T20 series	not offensive	NULL	NULL
The earliest start to think about the state of railway services connecting important cities in the state rail service in the early ...	not offensive	NULL	NULL
You do not have to decide soon. These guys take their wives. If the sound went off. But if you just got the credit they feel ...	not offensive	NULL	NULL
Mama according to the Comptroller and Auditor General were not speaking about nukasanam amaca lies the mouth come home bharalaya report promptly to 3 days	not offensive	NULL	NULL
We all had bhunkata ..... .. Then I showed him this channel ...	not offensive	NULL	NULL
You will not learn to speak its language and its culture, people do not speak in Mumbai if bhaiyyaca not layakiprama ...	not offensive	NULL	NULL
Slow charging your smartphone? Learn about the causes of and solutions to make their own	not offensive	NULL	NULL
Kangna Kangna Kangna valyanno media do not do much, but the place did not know Corona Dang will die ....	not offensive	NULL	NULL
One man fast Sakhi her name in pain. Enjoy all the pleasures of the solution 'Birds apha Passage. If you die with pain ...	not offensive	NULL	NULL
State languages ​​is a shame Marathi Marathi former mukhyamantrila Afraid to speak. Marathi people come together and now when	not offensive	NULL	NULL
You still have a little rainy on the Onion is now being conserved not leave wet onion ...	not offensive	NULL	NULL
life is so unpredictable .. sometimes so great to be married, and suddenly can not tell whether the photo can see ... .	not offensive	NULL	NULL
MP unmesh Patil and others had attacked the soldiers with former Sonu Mahajan in 2016.	not offensive	NULL	NULL
When I think of home, I do not check my phone and see my face in the mirror.	not offensive	NULL	NULL
Virat Kohli top-ranked player in the T-20 leap or dashing overtaken by Babar ajhamala	not offensive	NULL	NULL
Rahul Dravid scored a fine double in 2002 (217) on the oval. This stylish cover drive to score on the draw ...	not offensive	NULL	NULL
Plan to train the entire cast to cast aside the General AC railway coaches. Passengers traveling on a budget and comfortable ...	not offensive	NULL	NULL
India, the world's second tallest Shiva statue and (statue)	not offensive	NULL	NULL
The news was opposed to the attack to take bold decisions that we grew more than 5 to 50 killed and more than desapremata all drunk ...	not offensive	NULL	NULL
Where there is not hardly want to come hard, but do not kill also love many other sodayacam ... 🤣🤣	not offensive	NULL	NULL
Vitamin C, zinc etc. asked a friend continuous infusion after .... your happy Immunity much increased power ?? The ...	not offensive	NULL	NULL
v Excess of advertising are super excited about anything.	not offensive	NULL	NULL
Phatalam feel the same when he has to know her 4 SIM cards and is the only one of her numbers.	not offensive	NULL	NULL
In this case closely with the Education Minister said that due note should crack down.	not offensive	NULL	NULL
This is not so bad and so she will have to look carefully veil.	not offensive	NULL	NULL
Yes ... as apamana of Mumbai is a quiet kid ??	not offensive	NULL	NULL
But I was a threat on the phone. Said home or sees you ... 🤣🤣	not offensive	NULL	NULL
Today, just in aksaranama 'three years ago, \ 9 September 2017 intolerant hate killings sohole ... Praveen bardapurakara	not offensive	NULL	NULL
Cost is advisable to purchase the luck did not smile on the market also got poor nahinahitara ... dm	not offensive	NULL	NULL
Eating at the door of Brahman or sramanala mean that he does not know and gives some rage. Vassal Su ...	not offensive	NULL	NULL
Disconnect vhayaleta un interrupted phonam VV doing this all day long head bhuga karayaleta. Hey ... the cost of advertisement	not offensive	NULL	NULL
Secretly like thieves breaking trees areci restraining prison environment lovers weep night and day on the unauthorized action of dhavalaya ...	not offensive	NULL	NULL
Though not bhunkale how bharamatice Pets bigredi. The government is not the defendant in the court ...	not offensive	NULL	NULL
We Marathi people exrta term vaparna too .... Favorite Jussi Corona farrowed breakfast phasta lavada Lassi ...	not offensive	NULL	NULL
1 year Chhatrapati Shivaji Maharaj 9 of 66 world-class king's name (brand), who founded the Shiv Sena using ...	not offensive	NULL	NULL
Someone who is in trouble in a hurry for free? I do not think it will some sympathy Marathi people and helps ...	not offensive	NULL	NULL
Peace Line of Control rakhanyabarobaraca country's integrity and commitment to maintaining the integrity of the load rakhanyasathihi ...	not offensive	NULL	NULL
Along with the deer chili Nakshatra in lockdown was planted 30 to 40 feet of line 5 Carly five. Net retail sales for home and ...	not offensive	NULL	NULL
In 2013 he won 15 of 17 1 9. . . . . If the Av review of the pure numerical probabilities Considering the pattern ...	not offensive	NULL	NULL
Mr. Chairman .. someone will surprise if the woman unauthorized construction padalam aivadha pulaka .... and our chatrapatinnaca Image Belgaum ...	not offensive	NULL	NULL
These news channels hapapalele looking for publicity and news announcer and journalist late Neelam's truly me ...	not offensive	NULL	NULL
The current economic Great Depression of 2014 is more dangerous and more dangerous intellectual of the Great Depression in 2019? Economic Great Depression ...	not offensive	NULL	NULL
Why have so many times like Michael 's head back to delete fever	not offensive	NULL	NULL
The contractor will mahacarca's now back on the reservation? That is, depending on who is in power,	not offensive	NULL	NULL
This is a great resemblance to certain federal and Pakistani panjabyam in Nagpur. Own mother tongue from the top of the banks of the ...	not offensive	NULL	NULL
Lord Ram, Sita Mata temple here in 1978 nagapattanama Vishnu and the ancient and lovely big issue ...	not offensive	NULL	NULL
The tweeter has lowered out of the group pahijeapaapasata market ghusuna hindibhasika tweeter Hindi heartland than uthavanya ...	not offensive	NULL	NULL
Reading without thinking that not eating to lose pacavata.	not offensive	NULL	NULL
Our youth today 04 acres produce 12.5 lakh youths went to keep this status is proud to continue the same farm itself ...	not offensive	NULL	NULL
Shiva current daily special.	not offensive	NULL	NULL
The city is the only city of Kolhapur in Maharashtra, where no language Marathi 9 4 20 50 non-Marathi people live in other districts of the ...	not offensive	NULL	NULL
I do not thing to save some for the future. It should be taken today.	not offensive	NULL	NULL
But the Mumbai office to support terrorist Guardian earn more than the other ... What maharastradroha	not offensive	NULL	NULL
On September 15, the anniversary of the Indian women kaengresaca 37 days All India Women Congress President Ma. Sushmita Dev Ji and Ma ...	not offensive	NULL	NULL
Interest your cousin does not mean that money alone in this world with your cousin ...	not offensive	NULL	NULL
You do not know the name of the village not Kalyani Forge Kirloskar as Garware is you certainly are hybrid name ...	not offensive	NULL	NULL
What a word to ask you how much you really ... absolutely love tolasila my bare feet ... ... a tough journey once ...	not offensive	NULL	NULL
When and where does the truth lie letters will recognize the true sense of the literate generation will be tomorrow	not offensive	NULL	NULL
It is family oriented shock system. And they want someone with a spouse or mutual consent. ...	not offensive	NULL	NULL
Dada is not some dispute, but it is notica readiness as much as her office sooner readily padalam	not offensive	NULL	NULL
Reservations 5-judge ghatanapithakade class educational access and nokarabharatita reservation suspended state ...	not offensive	NULL	NULL
Kanganaca that speaks of the action of some routine balasahebaci Sena, who remained not too ...	not offensive	NULL	NULL
csk fan s you know what it is 10 years 8 times qualify for the playoff, we jhaloya 12 mi fan s ... We	not offensive	NULL	NULL
Sushant Bihar Ria Bangalore Kangana's Himachal Pradesh Maharashtra ... R ... and comment without any gun Maharashtra ...	not offensive	NULL	NULL
Shri Tukaram Gatha shot some unbroken piece of No. 48. Curry prisoner who worship 1. Javascript is not propitious tem is not. They ...	not offensive	NULL	NULL
This is due to your state nusakana. Now the roots of personal disputes the North ...	not offensive	NULL	NULL
What in the world today, but we mumbaipolisa out one name and said second heavy police and Scotland Yard, but the political leaders of the so ...	not offensive	NULL	NULL
... This was the third and final test at Oxford lasici was stopped	not offensive	NULL	NULL
The other day, I taught her birthday today with his great granddaughter Arya occasion of the fifth class I subhasisa Un ...	not offensive	NULL	NULL
In 1992, former Kannada megjhina are done manually Engineering Modi said in an interview Tharanga	not offensive	NULL	NULL
Bajaj Auto in the production of 25 million vehicles in 2008 9 50 9 vehicles produced in 2012, the same workers were 43.5 lakhapa ...	not offensive	NULL	NULL
The Maratha reservation will be taken and what steps should be the early reaction, but it will be understood better. The government expected mavia ...	not offensive	NULL	NULL
Someone not demonstrated banavalyasivaya hirogiri. Bihar elections to the North villain in India ...	not offensive	NULL	NULL
He could hear the call, it was propitious that calling anyone Ice commemorate mhanuni sokakari	not offensive	NULL	NULL
Maharajas your mouth because you do not feel good people rajyavirodhi bolanarana panthiba.	not offensive	NULL	NULL
It published ...	not offensive	NULL	NULL
Heart and one voice each prayer time growing up ... this peace of mind after listening to others solutions bhetatam ...	not offensive	NULL	NULL
The Court bhiku ...	not offensive	NULL	NULL
Chennai Super Kings Playing View chose this diggajane Dhoni jadejasaha got the place 11	not offensive	NULL	NULL
Nagpur Nagpur Astana city, the ravages of the corona MP MLA mahapora Municipal Commissioner are kadata sleep and their sleep ...	not offensive	NULL	NULL
.. What do you use a SIM card? Tell frou frou v jio airtel or any elase Do not be shy ..?	not offensive	NULL	NULL
The Supreme Court decision is a standard monthly reservation 11 vicya access after the stay. ...	not offensive	NULL	NULL
By activity of the wife who is not can be transformed very good lover lover .....	not offensive	NULL	NULL
The new information was not accepted the fact that this information is not getting fresh valunja Yesterday's example ...	not offensive	NULL	NULL
Good morning kanakaciye edges vyomantara Kanak alongside. Dewdrop emerald pearl color glory lyale khandya Kak Pigeon Sandia manjula road ...	not offensive	NULL	NULL
Trust will be the Ram ... Ram people's minds to vote for or Babasaheb Ambedkar Writings democratic way ...	not offensive	NULL	NULL
Senior journalist and his potential visit to 1 of the people to elect.	not offensive	NULL	NULL
Complete the proverb - the oil was gone tupahi. Up the grocery voice was ₹ 215	not offensive	NULL	NULL
Of course the only state	not offensive	NULL	NULL
Looked a tweet that immediately to the fort or he wants to reply .. sounds a little bit like Michael 's after typing .. Bang ...	not offensive	NULL	NULL
Who promised to give two million jobs per year dalabhadri brought from all government jobs scheme fy2016 just come from ...	not offensive	NULL	NULL
Earthquake dhakkyannantarahi government agencies lax. Although the government has taken measures to guide experts established by this ...	not offensive	NULL	NULL
Hindi is not carried out in the state .... And a bypass if the exemption for promotion of Hindi speaking ...	not offensive	NULL	NULL
Today, 41 years ago, was composed in a golden chapter in the history of cinema throne of nimitane. 1 9 7 9 crowned the throne ...	not offensive	NULL	NULL
The infamous either. And not just to	not offensive	NULL	NULL
Sir tujya like I am a devotee of the egg are talking to our brother mumendra	not offensive	NULL	NULL
Which is the whole argument that his matosrica. If you are not yet come to her, but something illegal ...	not offensive	NULL	NULL
Beauty is always apurnateca curse is indeed the flowers are blooming .... gandhavina yacanca t ... ....	not offensive	NULL	NULL
India became independent on August 15, 1947 and then by 2.5 years in the Constitution of India, 26 January 1950 ...	not offensive	NULL	NULL
Deferred loan khaita Modi government tried Thackeray. Chief Uddhav Thackeray Modi government coming ...	not offensive	NULL	NULL
Negative foil in front of him giggle dillipati as he was now not insult Maharashtra remained alive .... ...	not offensive	NULL	NULL
As credit card debt need to get rid of it as soon pheduna. Ie the amount of the loan you th ...	not offensive	NULL	NULL
Marathi write that in English? And use the hashtag that you need to do right now. Asmita upset again ...	not offensive	NULL	NULL
Maharashtra state government sent khandapithakade Maratha reservation and stayed with the government's economic reservations Book ...	not offensive	NULL	NULL
The pleasure of having a fever is not exactly ... .. cough ... no no .. 9 5 malaise ahead of the oxygen level .... understand think the taste smell ... ..	not offensive	NULL	NULL
Meaningless meaningful peace rather than conflict is always the best .. 🤐	not offensive	NULL	NULL
Basically Yogi Mughals build a museum ...	not offensive	NULL	NULL
Bollywood give a party the money's got to be one of the tweet today. But if someone talked to grow with the one-sided political ones ...	not offensive	NULL	NULL
People who decide the future of our common Corona who knew what they sikatoya	not offensive	NULL	NULL
Maharashtra government two days session bolavalatarankita eye-catching prasnatasa raddapana to writhe in pain or agony quiet 20 party? Because the government ...	not offensive	NULL	NULL
This video is available for the public. The person on the illegal suo moto ...	not offensive	NULL	NULL
Basically, if the government is against your government removes the trap is no way to Ria .. and Kangana ...	not offensive	NULL	NULL
Maharashtra State Marathi language ...	not offensive	NULL	NULL
Many attractions can be, but dedication is just ekasathica .. ❤️❤️	not offensive	NULL	NULL
Oh, and do not look down his house does not seem to have been hanged on farmers and cattle lifted phodanari lekaram ...	not offensive	NULL	NULL
Be a little crazy. Be a little crazy. Very pretty and what wisdom is always wise to stay? And the deficit (white hair ...	not offensive	NULL	NULL
Know any capital gains and asset sales before tax from some of this information Shay ...	not offensive	NULL	NULL
Download today from the Play Store	not offensive	NULL	NULL
I am always so progressive state that is a question not run since the establishment ...	not offensive	NULL	NULL
Tell a slight difference, but look at the synonyms	not offensive	NULL	NULL
The poetry of this anniversary Avtar Singh Sindhu known as the live loop ...	not offensive	NULL	NULL
Onion farmers producing thoughts .... pretyakaveli dalabhadri farmers or farmers who export goods prices vadhataca ...	not offensive	NULL	NULL
Below, a few of Buda padalam the unauthorized construction jalanighatoya when Maharaj in Karnataka ...	not offensive	NULL	NULL
Maharashtra is Marathi language Marathi bhayye bhaiyyani. Devendrabhaunni Bihar is way pakadalaya information. ...	not offensive	NULL	NULL
It is so easy for people like glass vs. the situation is shown always to hide and they also ...	not offensive	NULL	NULL
Beware of fraudulent job offers fling lokadauna job opharsaca lies virtually it equally. So be cautious young c ...	not offensive	NULL	NULL
But can you come to think of it, when unexpected life is expected of you to go .... It just will not be getting that unexpected situation ...	not offensive	NULL	NULL
Urmila Matondkar think of my kattya on. What exactly does having relations program to promote the slow men Urmila ...	not offensive	NULL	NULL
Dharavi model to any who wanted to praise Gail Patil sir? Chaturvedi said the Indian Marathi Marathi Patil sir ...	not offensive	NULL	NULL
Do not tolerate such infamy and disgrace .. straightforward answer of mercy ...	not offensive	NULL	NULL
I am a Maharashtrian and I am not talking Hindi. My mother tongue is Marathi and I am proud of her. (If you agree ritvita ...	not offensive	NULL	NULL
Balajipanta was reading about them in the name of the game, began at the same time as or after the putraratna ...	not offensive	NULL	NULL
Learn unlimited calling and data plans in low jio has not airtel to challenge what you plan to come ...	not offensive	NULL	NULL
It was less an act of God, command her to do something baralali and Padhye economy, etc. 23.9. Deleted from all the attention sarvanca ...	not offensive	NULL	NULL
It is thought to donate tomorrow and the photo .. .. This is not some connection so nice to take a photo, take a thought ...	not offensive	NULL	NULL
Be paravalambice invisible in the darkness for the future resembles the confusion	not offensive	NULL	NULL
Is there a perpetual state of Maharashtra government's and I toured the state of Bihar ...	not offensive	NULL	NULL
Do not trust anyone easily. Again and again pudinaci looks similar to a deck and Coriander bunch. ️	not offensive	NULL	NULL
If you are someone who is looking for his gilayala potam phadanyaca is right for you ..... ladhayacam so that your people will die ...	not offensive	NULL	NULL
I hear lahanapanapasuna .. God not insult religion. Sadhusantanca honor. Let's not make women. Not to speak lies. Next ...	not offensive	NULL	NULL
In a country where protests are open to the temples while off campus should look at all of the dream to become a superpower country.	not offensive	NULL	NULL
Words spoken four things never come back faster arrow Elapsed time and ignore the opportunity to .....	not offensive	NULL	NULL
It's OK, sir. But marriage ... ??? The incident happened in Maharashtra. .. Do not tell Marathi Marathi people? The Bihari people ...	not offensive	NULL	NULL
Sir father itake we forget the sweat of your wrong policies of the water is unfit for us to start debits ...	not offensive	NULL	NULL
Bajaj Auto in the production of 25 million vehicles in 2008 9 50 9 vehicles produced before 2012 were 43.5 lakh workers ...	not offensive	NULL	NULL
Bengali, Marathi, along with the leaders of the fabric is stopped hurting Thackeray family and charisma to Bhosle	not offensive	NULL	NULL
Mukesh Ambani's Reliance statement is not present, the business doubled in 10 years. The share price of the profession ...	not offensive	NULL	NULL
If the removal of the Marathi people in Mumbai before he has the leaders of some Marathi Mumbai ...	not offensive	NULL	NULL
Do not be a prisoner of the past to create a future producer .........	not offensive	NULL	NULL
i document will prove that Kangana to the net revengeful ranavanata of the BMC house on the action ...	not offensive	NULL	NULL
Pvt. Read the article published in the Daily summery exactly match today. Babasa Mumbai is maharastracica ...	not offensive	NULL	NULL
But on the other hand should consider your peace of mind will be before the leaders talked Raj boss ???	not offensive	NULL	NULL
Marathi voters because they are not there, but dukhavayacam and Bihar valyanna but happy to put ...	not offensive	NULL	NULL
The bayeca plane was canceled?	not offensive	NULL	NULL
Amir Khan does not feel safe to leave the BJP in India .. India. . . Kangana not feel safe in Mumbai BJP y Security	not offensive	NULL	NULL
One man fast Sakhi her name in pain. Enjoy all the pleasures of the solution 'Birds apha Passage. Along with the pain of death ...	not offensive	NULL	NULL
If you do not live in peace and happiness in spite of the money ... will be filed against ... ???? There was no doubt easily ...	not offensive	NULL	NULL
Family dedicated his life to the people of the country for some sacrifice too much social life and friends ...	not offensive	NULL	NULL
Love is not to see the problems said to do. Panyasarakham not ghabarayacam liquid to be barriers. ...	not offensive	NULL	NULL
Early communication to the target to read the news you saw the dim ray devotee 🤣🤣	not offensive	NULL	NULL
My father asked him what evidence he has for your ncr like stupid people?	not offensive	NULL	NULL
About what you come here where you andhabha education sub ...	not offensive	NULL	NULL
s like Michael 🤣	not offensive	NULL	NULL
But thou hast thy wound plaster lavalanya memories than you .. I believe that athavaninnica manalanya ...	not offensive	NULL	NULL
It's been a day on tv mobile network Vodafone Idea of ​​What nonsense break your customers love the name of case ...	not offensive	NULL	NULL
Kangana aephisa tutala that he does not have the bmc for a meeting to mind ...... ..... htt ...	not offensive	NULL	NULL
Bolakam is very afraid of the institutions where sentences or even the banks have so much crowd? Soma is considered a sin ...	not offensive	NULL	NULL
Vodafone and now for those of you on a big TV advertising so the idea is beginning to hurt people.	not offensive	NULL	NULL
The real star said Supriya sulenkaduna female employee appreciation	not offensive	NULL	NULL
But his Ria jail in Chandigarh Kangana gdp and employment where pohocalaya?	not offensive	NULL	NULL
Is also having ...	not offensive	NULL	NULL
But his philosophy is suppose to put your state's name is Fatima Mughals etc. As the flood ...	not offensive	NULL	NULL
Making them the name of cangalaya yedam on Twitter Promoted films of hidden way ...	not offensive	NULL	NULL
But if some of our favorite prince on a simple comment khavalata up our blood we cavataluna. But our redoubtable free ...	not offensive	NULL	NULL
How rangavisi color .. color .. doyata filled me siriranga color kheye abhayata ... BahinaBai Chowdhury	not offensive	NULL	NULL
I am new to the handles on Twitter ... suggest ... that some phaelo tvitarakaranci state after tweet ..	not offensive	NULL	NULL
The aircraft is not got a ticket?	not offensive	NULL	NULL
Dhalanya own suffering than telling tears .. tears Galavari the second erase the unprecedented peace and comfort mila ...	not offensive	NULL	NULL
Is that they hope will be a superpower India in 2020, which have been appreciated by sitting at home unemployed and modinca today. Today, Yu ...	not offensive	NULL	NULL
It is valid .. As apamana of Mumbai is a quiet kid ??	not offensive	NULL	NULL
Miss'm very Nashik Sula wines and also backed water	not offensive	NULL	NULL
In 1 9 47, when India became independent when 565 institutions in India and the extension of the 562 States ...	not offensive	NULL	NULL
Life is not mathematics. Life is not science, it is an art. Mhanunacam life are creating their own trails for everyone to own enrichment ...	not offensive	NULL	NULL
Do people in Gujarati and Marathi in Maharashtra and Gujarat Gujarati them here is their air. Maharashtra ...	not offensive	NULL	NULL
Back on the road in the old part of the curve, too new new new future will be the same part.	not offensive	NULL	NULL
See the dream as a dream and stopped the ends of love left to take care of eliminating the hope of life vs. lost faith stops ...	not offensive	NULL	NULL
Your life does not change any friends Company boss job change. And only when they change you just change. Ages ...	not offensive	NULL	NULL
The powerful blast Vice President delivered a brief. Today, once again ... Saleh, Afghanistan's enemies	not offensive	NULL	NULL
Make a statement by the age of the sugarcane used kausa this proverb?	not offensive	NULL	NULL
You're all naughty.	not offensive	NULL	NULL
Sushant Bihar, Himachal Pradesh .. Ria Bangalore Kangana and comment in Maharashtra Maharashtra .. Start where gun into my ... ..	not offensive	NULL	NULL
An explanation of each is different every success for an easy job, it is not important what other titakansam ...	not offensive	NULL	NULL
Lord Shiva place, Kailas mountain of the world's most mysterious	not offensive	NULL	NULL
But how do you promote the idea to idea, and yet we vodafone vodafone to f mhanara	not offensive	NULL	NULL
IPL V dhonisarakhya Learn more difficulties due to the diggajannaca ...	not offensive	NULL	NULL
I'm always watching attahasa ... because I do not know when it will again become an instant favor ... shailu	not offensive	NULL	NULL
Poco poco m2 at the most affordable smartphone launch 6 GB of RAM and a 5000 mAh battery, quad rear camera with ...	not offensive	NULL	NULL
Slow to ask the question as a soldier ...	not offensive	NULL	NULL
Phadanavisansamora them do sit is of raw chicken kg. Chief ...	not offensive	NULL	NULL
I'm back with big news Indian retirement from international cricket	not offensive	NULL	NULL
Thank you so much about the appeal or the notice. Normally this initiative so that more people ...	not offensive	NULL	NULL
Your cousin does not mean that the interest rate leads the money in the world with only your cousin, the farmer ...	not offensive	NULL	NULL
What is not said how many jhata rooted for the ultimate ...	not offensive	NULL	NULL
Like the new congregation amthema ??	not offensive	NULL	NULL
Master said that the love match and the home of your eyes are immediately hostile planet tract	not offensive	NULL	NULL
The trouble was that some things in life that was not where the velelasobata.	not offensive	NULL	NULL
Most runs in an opener that pair ...	not offensive	NULL	NULL
If the government respect those who still feel they are at risk of sastanga just minorities.	not offensive	NULL	NULL
And the Ria Desk Un ...	not offensive	NULL	NULL
In 2016, the former military MP Anil Mahajan and Unmesh Patil, the sword by his wife assaulted the head ...	not offensive	NULL	NULL
BJP MLA and the then current MP 2016 Unmesh Patil and others to attack the former military Sonu Mahajan ...	not offensive	NULL	NULL
If you want to have peace of mind and leave the others to compare to hate them. Lord Tathagata Gautama W ...	not offensive	NULL	NULL
Hi jolly friends ... ABP leading Marathi news channel in my Corona before me on the Blog ...	not offensive	NULL	NULL
